Date,Close
2013-08-26,496.39999400000005
2013-08-27,470.06698600000004
2013-08-28,469.833008
2013-08-29,481.43301399999996
2013-08-30,481.5
2013-09-02,484.93301399999996
2013-09-03,463.03299000000004
2013-09-04,466.03299000000004
2013-09-05,485.06698600000004
2013-09-06,502.43301399999996
2013-09-10,538.132996
2013-09-11,544.3330080000001
2013-09-12,542.46698
2013-09-13,555.767029
2013-09-16,552.400024
2013-09-17,547.96698
2013-09-18,557.200012
2013-09-19,592.099976
2013-09-20,564.6669919999999
2013-09-23,540.96698
2013-09-24,550.799988
2013-09-25,554.400024
2013-09-26,553.432983
2013-09-27,544.96698
2013-09-30,525.732971
2013-10-01,533.3330080000001
2013-10-03,552.067017
2013-10-04,546.700012
2013-10-07,539.232971
2013-10-08,552.067017
2013-10-09,563.299988
2013-10-10,563.96698
2013-10-11,587.96698
2013-10-14,584.200012
2013-10-15,579.799988
2013-10-17,558.1669919999999
2013-10-18,581.567017
2013-10-21,616.767029
2013-10-22,623.132996
2013-10-23,631.53302
2013-10-24,643.067017
2013-10-25,631.632996
2013-10-28,643.599976
2013-10-29,651.599976
2013-10-30,646.267029
2013-10-31,648.367004
2013-11-01,654.53302
2013-11-05,645.732971
2013-11-06,641.6669919999999
2013-11-07,637.3330080000001
2013-11-08,649.03302
2013-11-11,629.067017
2013-11-12,619.200012
2013-11-13,612.8330080000001
2013-11-14,626.299988
2013-11-18,650.732971
2013-11-19,662.567017
2013-11-20,650.8330080000001
2013-11-21,632.232971
2013-11-22,642.6669919999999
2013-11-25,668.1669919999999
2013-11-26,667.900024
2013-11-27,671.067017
2013-11-28,682.267029
2013-11-29,695.567017
2013-12-02,711.03302
2013-12-03,703.200012
2013-12-04,693.3330080000001
2013-12-05,724.432983
2013-12-06,731.03302
2013-12-09,764.067017
2013-12-10,733.5
2013-12-11,720.53302
2013-12-12,710.632996
2013-12-13,699.6669919999999
2013-12-16,705.46698
2013-12-17,708.932983
2013-12-18,729.0
2013-12-19,707.432983
2013-12-20,707.700012
2013-12-23,712.432983
2013-12-24,717.099976
2013-12-26,714.932983
2013-12-27,718.432983
2013-12-30,709.5
2013-12-31,713.267029
2014-01-01,712.599976
2014-01-02,690.932983
2014-01-03,674.8330080000001
2014-01-06,674.200012
2014-01-07,679.367004
2014-01-08,665.599976
2014-01-09,647.732971
2014-01-10,637.3330080000001
2014-01-13,653.400024
2014-01-14,648.299988
2014-01-15,665.867004
2014-01-16,668.53302
2014-01-17,667.432983
2014-01-20,666.6669919999999
2014-01-21,674.200012
2014-01-22,669.8330080000001
2014-01-23,688.6669919999999
2014-01-24,670.567017
2014-01-27,653.267029
2014-01-28,656.232971
2014-01-29,662.099976
2014-01-30,653.46698
2014-01-31,656.932983
2014-02-03,653.267029
2014-02-04,655.067017
2014-02-05,656.132996
2014-02-06,649.732971
2014-02-07,654.567017
2014-02-10,662.900024
2014-02-11,661.132996
2014-02-12,672.5
2014-02-13,657.400024
2014-02-14,662.03302
2014-02-17,665.432983
2014-02-18,678.900024
2014-02-19,686.599976
2014-02-20,688.067017
2014-02-21,701.067017
2014-02-24,721.067017
2014-02-25,725.432983
2014-02-26,731.03302
2014-02-28,738.867004
2014-03-03,731.200012
2014-03-04,744.599976
2014-03-05,748.867004
2014-03-06,761.3330080000001
2014-03-07,798.367004
2014-03-10,824.932983
2014-03-11,819.799988
2014-03-12,812.367004
2014-03-13,816.932983
2014-03-14,837.0
2014-03-18,827.200012
2014-03-19,831.099976
2014-03-20,813.5
2014-03-21,811.03302
2014-03-22,
2014-03-24,820.200012
2014-03-25,832.267029
2014-03-26,850.132996
2014-03-27,855.567017
2014-03-28,858.867004
2014-03-31,848.432983
2014-04-01,850.900024
2014-04-02,866.632996
2014-04-03,860.0
2014-04-04,851.400024
2014-04-07,855.5
2014-04-09,866.2329710000001
2014-04-10,876.46698
2014-04-11,864.53302
2014-04-15,865.1669919999999
2014-04-16,840.3330080000001
2014-04-17,847.2000119999999
2014-04-21,881.432983
2014-04-22,896.0
2014-04-23,918.2000119999999
2014-04-24,918.2000119999999
2014-04-25,900.53302
2014-04-28,886.1669919999999
2014-04-29,881.0
2014-04-30,863.7000119999999
2014-05-02,842.099976
2014-05-05,855.7329710000001
2014-05-06,866.367004
2014-05-07,863.932983
2014-05-08,866.932983
2014-05-09,895.432983
2014-05-12,924.7329710000001
2014-05-13,939.2000119999999
2014-05-14,929.46698
2014-05-15,918.2670289999999
2014-05-16,950.632996
2014-05-19,1016.429993
2014-05-20,1005.5300289999999
2014-05-21,984.2670289999999
2014-05-22,987.7329710000001
2014-05-23,1007.7299800000001
2014-05-26,1029.469971
2014-05-27,1043.569946
2014-05-28,1051.430054
2014-05-29,1033.599976
2014-05-30,1032.599976
2014-06-02,1096.930054
2014-06-03,1102.329956
2014-06-04,1115.369995
2014-06-05,1119.599976
2014-06-06,1125.800049
2014-06-09,1168.030029
2014-06-10,1157.829956
2014-06-11,1143.829956
2014-06-12,1145.930054
2014-06-13,1123.829956
2014-06-16,1100.469971
2014-06-17,1123.0
2014-06-18,1112.5
2014-06-19,1105.170044
2014-06-20,1097.900024
2014-06-23,1102.430054
2014-06-24,1113.5
2014-06-25,1100.300049
2014-06-26,1114.900024
2014-06-27,1110.900024
2014-06-30,1134.400024
2014-07-01,1150.22998
2014-07-02,1169.400024
2014-07-03,1168.329956
2014-07-04,1161.599976
2014-07-07,1166.329956
2014-07-08,1115.630005
2014-07-09,1101.829956
2014-07-10,1103.569946
2014-07-11,1049.630005
2014-07-14,1065.77002
2014-07-15,1088.969971
2014-07-16,1105.599976
2014-07-17,1112.22998
2014-07-18,1124.0
2014-07-21,1113.329956
2014-07-22,1103.069946
2014-07-23,1103.22998
2014-07-24,1108.599976
2014-07-25,1104.22998
2014-07-28,1096.5
2014-07-30,1016.2700199999999
2014-07-31,1002.7299800000001
2014-08-01,981.2999880000001
2014-08-04,995.7329710000001
2014-08-05,993.367004
2014-08-06,989.867004
2014-08-07,987.8330080000001
2014-08-08,961.8330080000001
2014-08-11,974.46698
2014-08-12,991.900024
2014-08-13,968.7670289999999
2014-08-14,987.7329710000001
2014-08-18,1010.5
2014-08-19,1021.070007
2014-08-20,1011.7000119999999
2014-08-21,1021.2999880000001
2014-08-22,1024.369995
2014-08-25,1016.2000119999999
2014-08-26,1002.669983
2014-08-27,1001.7000119999999
2014-08-28,1017.929993
2014-09-01,1051.699951
2014-09-02,1051.170044
2014-09-03,1065.430054
2014-09-04,1059.329956
2014-09-05,1072.829956
2014-09-08,1083.800049
2014-09-09,1071.329956
2014-09-10,1057.72998
2014-09-11,1064.300049
2014-09-12,1052.569946
2014-09-15,1040.27002
2014-09-16,1011.2700199999999
2014-09-17,1013.7700199999999
2014-09-18,1049.930054
2014-09-19,1023.5300289999999
2014-09-22,1022.5300289999999
2014-09-23,997.867004
2014-09-24,976.96698
2014-09-25,965.932983
2014-09-26,984.099976
2014-09-29,978.2999880000001
2014-09-30,971.632996
2014-10-01,963.7000119999999
2014-10-07,943.099976
2014-10-08,964.96698
2014-10-09,989.8330080000001
2014-10-10,973.2999880000001
2014-10-13,963.7670289999999
2014-10-14,960.367004
2014-10-15,960.367004
2014-10-16,948.2670289999999
2014-10-17,968.2999880000001
2014-10-20,996.3330080000001
2014-10-21,1007.7000119999999
2014-10-22,1033.77002
2014-10-27,1044.630005
2014-10-28,1050.800049
2014-10-29,1049.530029
2014-10-30,1064.77002
2014-10-31,1103.22998
2014-11-03,1105.670044
2014-11-05,1111.430054
2014-11-07,1101.869995
2014-11-10,1080.0
2014-11-11,1089.329956
2014-11-12,1076.0
2014-11-13,1078.22998
2014-11-14,1080.800049
2014-11-17,1077.170044
2014-11-18,1096.469971
2014-11-19,1102.800049
2014-11-20,1094.800049
2014-11-21,1110.369995
2014-11-24,1112.5
2014-11-25,1091.0
2014-11-26,1089.27002
2014-11-27,1079.599976
2014-11-28,1093.400024
2014-12-01,1081.130005
2014-12-02,1093.27002
2014-12-03,1094.069946
2014-12-04,1086.27002
2014-12-05,1086.22998
2014-12-08,1067.599976
2014-12-09,1040.77002
2014-12-10,1030.300049
2014-12-11,1028.300049
2014-12-12,1009.0
2014-12-15,1002.0
2014-12-16,989.1669919999999
2014-12-17,980.2000119999999
2014-12-18,1003.7999880000001
2014-12-19,1021.7000119999999
2014-12-22,1015.900024
2014-12-23,998.400024
2014-12-24,986.96698
2014-12-26,993.367004
2014-12-29,994.867004
2014-12-30,998.932983
2014-12-31,997.6669919999999
2015-01-01,1001.5300289999999
2015-01-02,1023.1300050000001
2015-01-05,1037.670044
2015-01-06,1002.570007
2015-01-07,1000.0300289999999
2015-01-08,1006.400024
2015-01-09,1000.2700199999999
2015-01-12,1023.1300050000001
2015-01-13,1013.599976
2015-01-14,1011.7700199999999
2015-01-15,1048.27002
2015-01-16,1061.930054
2015-01-19,1076.599976
2015-01-20,1085.5
2015-01-21,1099.27002
2015-01-22,1108.72998
2015-01-23,1137.369995
2015-01-27,1160.930054
2015-01-28,1131.77002
2015-01-29,1146.199951
2015-01-30,1133.400024
2015-02-02,1155.5
2015-02-03,1148.469971
2015-02-04,1126.630005
2015-02-05,1122.400024
2015-02-06,1122.900024
2015-02-09,1048.670044
2015-02-10,1049.199951
2015-02-11,1076.130005
2015-02-12,1097.869995
2015-02-13,1107.829956
2015-02-16,1099.969971
2015-02-18,1109.400024
2015-02-19,1133.0
2015-02-20,1118.530029
2015-02-23,1123.969971
2015-02-24,1146.829956
2015-02-25,1131.800049
2015-02-26,1120.030029
2015-02-27,1172.369995
2015-02-28,
2015-03-02,1229.0
2015-03-03,1232.599976
2015-03-04,1225.930054
2015-03-05,1216.800049
2015-03-09,1175.099976
2015-03-10,1168.569946
2015-03-11,1160.199951
2015-03-12,1165.329956
2015-03-13,1129.030029
2015-03-16,1120.670044
2015-03-17,1142.27002
2015-03-18,1133.77002
2015-03-19,1122.030029
2015-03-20,1113.300049
2015-03-23,1114.329956
2015-03-24,1114.5
2015-03-25,1088.72998
2015-03-26,1090.670044
2015-03-27,1117.900024
2015-03-30,1152.130005
2015-03-31,1146.0
2015-04-01,1156.130005
2015-04-06,1170.530029
2015-04-07,1179.72998
2015-04-08,1183.969971
2015-04-09,1179.930054
2015-04-10,1174.300049
2015-04-13,1201.300049
2015-04-15,1192.22998
2015-04-16,1168.329956
2015-04-17,1161.5
2015-04-20,1132.329956
2015-04-21,1126.27002
2015-04-22,1163.27002
2015-04-23,1149.969971
2015-04-24,1119.72998
2015-04-27,1111.599976
2015-04-28,1110.22998
2015-04-29,1103.199951
2015-04-30,1088.329956
2015-05-04,1087.0
2015-05-05,1094.27002
2015-05-06,1043.099976
2015-05-07,1045.329956
2015-05-08,1064.869995
2015-05-11,1076.329956
2015-05-12,1039.72998
2015-05-13,1060.72998
2015-05-14,1053.800049
2015-05-15,1060.630005
2015-05-18,1073.72998
2015-05-19,1079.400024
2015-05-20,1075.699951
2015-05-21,1089.300049
2015-05-22,1100.670044
2015-05-25,1086.099976
